id,site_ref,schedule_week,schedule_date,job,job_suffix,item,qty,remain_qty,ship_date,eta_date,line,head,cycle_time_h,work_hours_h,start_time,end_time,is_delayed,delay_days,risk_level,line_source,job_type,skip_reason,job_status,tested_qty,wo_total,print_status,unit_price,sales_amount,manual_lock,other_remark,created_at,updated_at
81554,410,2026W27,2026-07-01,J000002834-0000,0000,03-432029-05-TEX,10,10,2026-07-03,2026-06-30,Line 04,4,0.039200,0.10,2026-07-13 12:25:00,2026-07-13 12:31:00,1,9.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,33.97,339.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81752,410,2026W27,2026-07-01,J000002889-0000,0000,03-388135-07-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 15:18:00,2026-07-17 15:26:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,33.97,339.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81753,410,2026W27,2026-07-01,J000002897-0000,0000,03-388135-07-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 15:26:00,2026-07-17 15:34:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,33.97,339.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81396,410,2026W27,2026-07-01,J000002898-0000,0000,03-388135-08-TEX,10,10,2026-07-03,2026-06-30,Line 02,4,0.039200,0.10,2026-07-06 11:55:00,2026-07-06 12:01:00,1,2.6,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,33.97,339.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81467,410,2026W27,2026-07-01,J000002989-0000,0000,853-135262-003-TEX,20,20,2026-07-03,2026-06-30,Line 03,4,0.037600,0.19,2026-10-08 10:48:00,2026-10-08 10:59:00,1,96.6,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,20,打印成功,82.43,1648.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81555,410,2026W27,2026-07-01,J000003080-0000,0000,03-382157-10-TEX,20,20,2026-07-03,2026-06-30,Line 04,4,0.130400,0.65,2026-07-13 12:31:00,2026-07-13 13:10:00,1,9.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,20,打印成功,35.43,708.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81751,410,2026W27,2026-07-01,J000003102-0000,0000,833-A42103-102-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 15:10:00,2026-07-17 15:18:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,25.17,251.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81750,410,2026W27,2026-07-01,J000003105-0000,0000,833-A42103-107-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 15:02:00,2026-07-17 15:10:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,25.17,251.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81757,410,2026W27,2026-07-01,J000003110-0000,0000,853-B41337-010-TEX,10,10,2026-07-03,2026-06-30,Line 07,3,0.068000,0.23,2026-07-17 16:04:00,2026-07-17 16:18:00,1,13.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,70.99,709.90,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81294,410,2026W27,2026-07-01,J000003377-0000,0000,0140-23917,60,60,2026-07-03,2026-12-18,Line 01,4,0.235300,3.53,2026-12-28 09:15:00,2026-12-28 12:47:00,1,177.7,风险,系统自动分配,普通工单,,待排产,0,60,打印成功,27.79,1667.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81748,410,2026W27,2026-07-01,J000003380-0000,0000,853-A75961-001-ICH,1,1,2026-07-03,2026-06-30,Line 07,3,0.070400,0.02,2026-07-17 14:53:00,2026-07-17 14:54:00,1,13.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,1,打印成功,32.00,32.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81468,410,2026W27,2026-07-01,J000003385-0000,0000,853-A78606-001-ICH,1,1,2026-07-03,2026-06-30,Line 03,4,1.411765,0.35,2026-10-08 10:59:00,2026-10-08 11:20:00,1,96.6,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,1,打印成功,175.56,175.56,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81293,410,2026W27,2026-07-01,PA00001005-0000,0000,LB853-A54036-001,5,5,2026-07-03,2026-06-30,Line 01,4,0.141176,0.18,2026-12-28 09:04:00,2026-12-28 09:15:00,1,177.5,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,5,打印成功,134.64,673.20,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81684,410,2026W27,2026-07-01,PA00001016-0000,0000,03-398505-02-TEX,10,10,2026-07-03,2026-07-06,Line 06,4,0.351200,0.88,2026-07-14 14:11:00,2026-07-14 15:04:00,1,10.8,风险,系统自动分配,普通工单,,待排产,0,10,未记录,41.32,413.20,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81469,410,2026W27,2026-07-01,J000002971-0000,0000,LB853-247142-001,100,100,2026-07-06,2026-06-30,Line 03,4,0.661200,16.53,2026-10-08 11:20:00,2026-10-09 16:52:00,1,94.8,风险,系统自动分配,普通工单,,待排产,0,100,打印成功,29.29,2929.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81758,410,2026W27,2026-07-01,J000003171-0000,0000,03-398505-01-TEX,10,10,2026-07-06,2026-07-06,Line 07,3,0.344000,1.15,2026-07-17 16:18:00,2026-07-17 17:27:00,1,10.9,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,35.52,355.20,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81558,410,2026W27,2026-07-01,J000003400-0000,0000,LB853-300845-005,100,100,2026-07-06,2026-07-25,Line 04,4,0.140900,3.52,2026-07-25 09:00:00,2026-07-25 12:31:00,1,18.6,风险,系统自动分配,普通工单,,待排产,0,100,未记录,213.05,21305.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81398,410,2026W27,2026-07-01,J000003424-0000,0000,LB833-004563-007,500,500,2026-07-06,2026-07-13,Line 02,4,0.092244,11.53,2026-07-13 09:00:00,2026-07-14 09:32:00,1,7.5,风险,系统自动分配,普通工单,,待排产,0,500,未记录,15.89,7945.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81259,410,2026W27,2026-07-01,J000003428-0000,0000,LB853-272819-026,100,100,2026-07-06,2026-07-15,Assembly-1,2,1.200000,60.00,2026-12-29 17:49:00,2027-01-06 11:49:00,1,183.6,风险,固定线体,主工单,,待排产,0,100,打印成功,1071.38,107138.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81686,410,2026W27,2026-07-01,J000003428-0001,0001,LB853-037840-145-KIT,100,100,2026-07-06,2026-07-15,Line 06,4,1.050200,26.25,2026-07-15 09:00:00,2026-07-17 13:15:00,1,10.7,风险,系统自动分配,子工单,,待排产,0,100,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81399,410,2026W27,2026-07-01,J000003428-0002,0002,LB853-048140-023-KIT,100,100,2026-07-06,2026-07-15,Line 02,4,0.206000,5.15,2026-07-15 09:00:00,2026-07-15 14:09:00,1,8.7,风险,系统自动分配,子工单,,待排产,0,100,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81557,410,2026W27,2026-07-01,J000003428-0003,0003,LB853-244271-020-KIT,100,100,2026-07-06,2026-07-15,Line 04,4,1.170889,29.27,2026-07-15 15:30:00,2026-07-18 11:46:00,1,11.6,风险,系统自动分配,子工单,,待排产,0,100,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81470,410,2026W27,2026-07-01,J000003428-0004,0004,LB853-278713-001-KIT,100,100,2026-07-06,2026-07-15,Line 03,4,0.260000,6.50,2026-10-09 16:52:00,2026-10-10 12:22:00,1,95.6,风险,系统自动分配,子工单,,待排产,0,100,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81556,410,2026W27,2026-07-01,J000003428-0005,0005,LB853-278713-002-KIT,100,100,2026-07-06,2026-07-15,Line 04,4,0.260000,6.50,2026-07-15 09:00:00,2026-07-15 15:30:00,1,8.8,风险,系统自动分配,子工单,,待排产,0,100,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81612,410,2026W27,2026-07-01,J000003428-0006,0006,LB853-107577-005-KIT,100,100,2026-07-06,2026-07-15,Line 05,4,0.500000,12.50,2026-10-14 13:46:00,2026-10-15 15:16:00,1,100.8,风险,系统自动分配,子工单,,待排产,0,100,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81295,410,2026W27,2026-07-01,J000003428-0007,0007,LB853-007857-201-KIT,100,100,2026-07-06,2026-07-15,Line 01,4,0.201000,5.03,2026-12-28 12:47:00,2026-12-28 17:49:00,1,174.9,风险,系统自动分配,子工单,,待排产,0,100,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81685,410,2026W27,2026-07-01,J000003443-0000,0000,LA853-251034-008,10,10,2026-07-06,2026-07-03,Line 06,4,0.021400,0.05,2026-07-14 15:04:00,2026-07-14 15:07:00,1,7.8,风险,系统自动分配,普通工单,,待排产,0,10,未记录,4.60,46.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81759,410,2026W27,2026-07-01,PA00001026-0000,0000,03-398505-01-TEX,10,10,2026-07-06,2026-07-06,Line 07,3,0.344000,1.15,2026-07-17 17:27:00,2026-07-17 18:36:00,1,10.9,风险,系统自动分配,普通工单,,待排产,0,10,未记录,35.52,355.20,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81769,410,2026W27,2026-07-01,J000001449-0000,0000,LB853-802358-002,100,100,2026-07-07,2026-06-30,Line 07,3,0.131100,4.37,2026-07-18 09:03:00,2026-07-18 13:25:00,1,10.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,100,打印成功,20.29,2029.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81308,410,2026W27,2026-07-01,J000001707-0000,0000,LB853-A22993-102,67,67,2026-07-07,2027-01-08,Line 01,4,1.565715,26.23,2027-01-15 13:44:00,2027-01-18 17:58:00,1,194.9,风险,系统自动分配,主工单,,待排产,0,67,打印成功,260.18,17432.06,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81618,410,2026W27,2026-07-01,J000001707-0001,0001,LB853-338104-400-KIT,67,67,2026-07-07,2027-01-08,Line 05,4,0.129300,2.17,2027-01-08 09:00:00,2027-01-08 11:10:00,1,184.6,风险,系统自动分配,子工单,,待排产,0,67,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81307,410,2026W27,2026-07-01,J000001707-0002,0002,LB853-338106-401-KIT,67,67,2026-07-07,2027-01-08,Line 01,4,0.132000,2.21,2027-01-14 11:31:00,2027-01-14 13:44:00,1,190.7,风险,系统自动分配,子工单,,待排产,0,67,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81408,410,2026W27,2026-07-01,J000001707-0003,0003,LB853-338112-400-KIT,67,67,2026-07-07,2027-01-08,Line 02,4,0.177800,2.98,2027-01-08 09:00:00,2027-01-08 11:59:00,1,184.6,风险,系统自动分配,子工单,,待排产,0,67,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81480,410,2026W27,2026-07-01,J000001707-0004,0004,LB853-339837-400-KIT,67,67,2026-07-07,2027-01-08,Line 03,4,0.412500,6.91,2027-01-08 09:00:00,2027-01-08 15:55:00,1,184.8,风险,系统自动分配,子工单,,待排产,0,67,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81687,410,2026W27,2026-07-01,J000002826-0000,0000,03-387274-05-TEX,10,10,2026-07-07,2026-06-30,Line 06,4,0.377600,0.94,2026-07-17 13:15:00,2026-07-17 14:11:00,1,9.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,88.55,885.50,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81760,410,2026W27,2026-07-01,J000002894-0000,0000,853-B39972-005-TEX,2,2,2026-07-07,2026-06-30,Line 07,3,0.156000,0.10,2026-07-17 18:36:00,2026-07-17 18:42:00,1,9.9,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,2,打印成功,113.72,227.44,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81766,410,2026W27,2026-07-01,J000002896-0000,0000,03-388132-04-TEX,10,10,2026-07-07,2026-06-30,Line 07,3,0.063200,0.21,2026-07-17 19:24:00,2026-07-17 19:37:00,1,9.9,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,17.36,173.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81261,410,2026W27,2026-07-01,J000002922-0000,0000,LB853-272819-026,50,50,2026-07-07,2026-07-30,Assembly-1,2,1.200000,30.00,2027-01-15 11:46:00,2027-01-18 19:46:00,1,194.9,风险,固定线体,主工单,,待排产,0,50,未记录,1071.38,53569.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81565,410,2026W27,2026-07-01,J000002922-0001,0001,LB853-037840-145-KIT,50,50,2026-07-07,2026-07-30,Line 04,4,1.050200,13.13,2026-07-30 11:34:00,2026-07-31 13:42:00,1,23.7,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81477,410,2026W27,2026-07-01,J000002922-0002,0002,LB853-048140-023-KIT,50,50,2026-07-07,2026-07-30,Line 03,4,0.206000,2.57,2026-10-12 09:08:00,2026-10-12 11:42:00,1,96.6,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81693,410,2026W27,2026-07-01,J000002922-0003,0003,LB853-244271-020-KIT,50,50,2026-07-07,2026-07-30,Line 06,4,1.170889,14.64,2026-07-30 12:15:00,2026-07-31 15:53:00,1,23.8,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81616,410,2026W27,2026-07-01,J000002922-0004,0004,LB853-278713-001-KIT,50,50,2026-07-07,2026-07-30,Line 05,4,0.260000,3.25,2026-10-15 17:49:00,2026-10-16 10:04:00,1,100.5,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81692,410,2026W27,2026-07-01,J000002922-0005,0005,LB853-278713-002-KIT,50,50,2026-07-07,2026-07-30,Line 06,4,0.260000,3.25,2026-07-30 09:00:00,2026-07-30 12:15:00,1,22.6,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81406,410,2026W27,2026-07-01,J000002922-0006,0006,LB853-107577-005-KIT,50,50,2026-07-07,2026-07-30,Line 02,4,0.500000,6.25,2026-07-30 11:31:00,2026-07-30 17:46:00,1,22.9,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81305,410,2026W27,2026-07-01,J000002922-0007,0007,LB853-007857-201-KIT,50,50,2026-07-07,2026-07-30,Line 01,4,0.201000,2.51,2027-01-13 16:45:00,2027-01-13 19:16:00,1,189.9,风险,系统自动分配,子工单,,待排产,0,50,未记录,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81768,410,2026W27,2026-07-01,J000002923-0000,0000,03-388132-04-TEX,10,10,2026-07-07,2026-06-30,Line 07,3,0.063200,0.21,2026-07-17 19:50:00,2026-07-18 09:03:00,1,10.5,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,17.36,173.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81767,410,2026W27,2026-07-01,J000003019-0000,0000,03-388132-03-TEX,10,10,2026-07-07,2026-06-30,Line 07,3,0.063200,0.21,2026-07-17 19:37:00,2026-07-17 19:50:00,1,10.0,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,17.36,173.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81763,410,2026W27,2026-07-01,J000003021-0000,0000,03-388192-09-TEX,10,10,2026-07-07,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 18:56:00,2026-07-17 19:04:00,1,9.9,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,24.36,243.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81473,410,2026W27,2026-07-01,J000003030-0000,0000,03-389216-00-TEX,10,10,2026-07-07,2026-06-30,Line 03,4,0.136800,0.34,2026-10-10 12:56:00,2026-10-10 13:16:00,1,94.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,32.53,325.30,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81762,410,2026W27,2026-07-01,J000003034-0000,0000,03-388276-06-TEX,10,10,2026-07-07,2026-06-30,Line 07,3,0.039200,0.13,2026-07-17 18:48:00,2026-07-17 18:56:00,1,9.9,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,24.36,243.60,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81775,410,2026W27,2026-07-01,J000003066-0000,0000,03-376706-03-TEX,20,20,2026-07-07,2026-07-10,Line 07,3,0.070400,0.47,2026-07-20 10:42:00,2026-07-20 11:10:00,1,12.6,风险,系统自动分配,普通工单,,待排产,0,20,未记录,16.95,339.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81560,410,2026W27,2026-07-01,J000003095-0000,0000,03-408823-00-TEX,40,40,2026-07-07,2026-06-30,Line 04,4,0.891765,8.92,2026-07-25 13:57:00,2026-07-27 14:52:00,1,19.7,风险,系统自动分配,普通工单,,待排产,0,40,打印成功,14.76,590.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81303,410,2026W27,2026-07-01,J000003182-0000,0000,LB853-119490-671,10,10,2026-07-07,2026-07-16,Line 01,4,0.528600,1.32,2027-01-13 13:16:00,2027-01-13 14:35:00,1,189.7,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,107.70,1077.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81689,410,2026W27,2026-07-01,J000003316-0000,0000,LA853-108536-600,10,10,2026-07-07,2026-06-30,Line 06,4,0.495000,1.24,2026-07-17 15:14:00,2026-07-17 16:28:00,1,9.8,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,354.21,3542.10,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81297,410,2026W27,2026-07-01,J000003359-0000,0000,LA853-085632-602,10,10,2026-07-07,2026-06-30,Line 01,4,0.150600,0.38,2027-01-13 09:25:00,2027-01-13 09:48:00,1,189.5,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,40.93,409.30,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81471,410,2026W27,2026-07-01,J000003364-0000,0000,LA853-078492-602,10,10,2026-07-07,2026-06-30,Line 03,4,0.096556,0.24,2026-10-10 12:22:00,2026-10-10 12:36:00,1,94.7,风险,系统自动跨线填充(Pass7),普通工单,,待排产,0,10,打印成功,26.93,269.30,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81309,410,2026W27,2026-07-01,J000003371-0000,0000,LB853-494146-102,2,2,2026-07-07,2029-03-26,Line 01,4,0.391100,0.20,2029-03-26 09:00:00,2029-03-26 09:12:00,1,992.5,风险,系统自动分配,普通工单,,待排产,0,2,打印成功,290.67,581.34,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81304,410,2026W27,2026-07-01,J000003397-0000,0000,LB853-802360-002,50,50,2026-07-07,2026-07-20,Line 01,4,0.173861,2.17,2027-01-13 14:35:00,2027-01-13 16:45:00,1,189.8,风险,系统自动分配,普通工单,,待排产,0,50,未记录,30.73,1536.50,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81260,410,2026W27,2026-07-01,J000003401-0000,0000,LB853-272819-029,15,15,2026-07-07,2026-07-06,Assembly-1,2,1.300000,9.75,2027-01-14 13:01:00,2027-01-15 11:46:00,1,191.6,风险,固定线体,主工单,,待排产,0,15,打印成功,2014.62,30219.30,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81400,410,2026W27,2026-07-01,J000003401-0001,0001,LB853-075623-114-KIT,15,15,2026-07-07,2026-07-06,Line 02,4,0.737611,2.77,2026-07-15 14:09:00,2026-07-15 16:55:00,1,7.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81474,410,2026W27,2026-07-01,J000003401-0002,0002,LB853-042925-013-KIT,15,15,2026-07-07,2026-07-06,Line 03,4,0.579639,2.17,2026-10-10 13:16:00,2026-10-10 15:26:00,1,94.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81774,410,2026W27,2026-07-01,J000003401-0003,0003,LB853-075632-105-KIT,15,15,2026-07-07,2026-07-06,Line 07,3,0.310800,1.55,2026-07-20 09:09:00,2026-07-20 10:42:00,1,12.6,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81475,410,2026W27,2026-07-01,J000003401-0004,0004,LB853-075574-025-KIT,15,15,2026-07-07,2026-07-06,Line 03,4,0.294861,1.11,2026-10-10 15:26:00,2026-10-10 16:33:00,1,94.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81771,410,2026W27,2026-07-01,J000003401-0005,0005,LB853-075576-034-KIT,15,15,2026-07-07,2026-07-06,Line 07,3,0.301300,1.51,2026-07-18 14:15:00,2026-07-18 15:46:00,1,10.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81401,410,2026W27,2026-07-01,J000003401-0006,0006,LB853-249839-003-KIT,15,15,2026-07-07,2026-07-06,Line 02,4,0.077000,0.29,2026-07-15 16:55:00,2026-07-15 17:12:00,1,7.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81562,410,2026W27,2026-07-01,J000003401-0007,0007,LB853-165660-104-KIT,15,15,2026-07-07,2026-07-06,Line 04,4,0.207800,0.78,2026-07-27 15:23:00,2026-07-27 16:10:00,1,19.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81772,410,2026W27,2026-07-01,J000003401-0008,0008,LB853-134796-012-KIT,15,15,2026-07-07,2026-07-06,Line 07,3,0.110300,0.55,2026-07-18 15:46:00,2026-07-18 16:19:00,1,10.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81773,410,2026W27,2026-07-01,J000003401-0009,0009,LB853-039272-012-KIT,15,15,2026-07-07,2026-07-06,Line 07,3,0.166800,0.83,2026-07-18 16:19:00,2026-07-20 09:09:00,1,12.5,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81301,410,2026W27,2026-07-01,J000003401-0010,0010,LB853-106414-014-KIT,15,15,2026-07-07,2026-07-06,Line 01,4,0.482800,1.81,2027-01-13 11:12:00,2027-01-13 13:01:00,1,189.7,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81403,410,2026W27,2026-07-01,J000003401-0011,0011,LB853-273534-021-KIT,15,15,2026-07-07,2026-07-06,Line 02,4,0.197400,0.74,2026-07-15 17:35:00,2026-07-15 18:19:00,1,7.9,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81561,410,2026W27,2026-07-01,J000003401-0012,0012,LB853-149424-124-KIT,15,15,2026-07-07,2026-07-06,Line 04,4,0.137500,0.52,2026-07-27 14:52:00,2026-07-27 15:23:00,1,19.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81299,410,2026W27,2026-07-01,J000003401-0013,0013,LB853-149424-127-KIT,15,15,2026-07-07,2026-07-06,Line 01,4,0.137500,0.52,2027-01-13 10:11:00,2027-01-13 10:42:00,1,189.6,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81402,410,2026W27,2026-07-01,J000003401-0014,0014,LB853-273206-005-KIT,15,15,2026-07-07,2026-07-06,Line 02,4,0.103583,0.39,2026-07-15 17:12:00,2026-07-15 17:35:00,1,7.9,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81691,410,2026W27,2026-07-01,J000003401-0015,0015,LB853-149424-130-KIT,15,15,2026-07-07,2026-07-06,Line 06,4,0.095944,0.36,2026-07-17 16:35:00,2026-07-17 16:57:00,1,9.8,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81300,410,2026W27,2026-07-01,J000003401-0016,0016,LB853-149424-128-KIT,15,15,2026-07-07,2026-07-06,Line 01,4,0.134400,0.50,2027-01-13 10:42:00,2027-01-13 11:12:00,1,189.6,风险,系统自动分配,子工单,,待排产,0,15,打印成功,,,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81479,410,2026W27,2026-07-01,J000003403-0000,0000,LA853-024241-016,10,10,2026-07-07,2026-10-15,Line 03,4,0.201317,0.50,2026-10-15 09:00:00,2026-10-15 09:30:00,1,99.5,风险,系统自动分配,普通工单,,待排产,0,10,打印成功,274.57,2745.70,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81559,410,2026W27,2026-07-01,J000003411-0000,0000,LA833-073765-096,50,50,2026-07-07,2026-06-30,Line 04,4,0.115500,1.44,2026-07-25 12:31:00,2026-07-25 13:57:00,1,17.7,风险,系统自动分配,普通工单,,待排产,0,50,打印成功,11.38,569.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81563,410,2026W27,2026-07-01,J000003412-0000,0000,LB853-A16754-011,5,5,2026-07-07,2026-07-10,Line 04,4,0.092850,0.12,2026-07-27 16:10:00,2026-07-27 16:17:00,1,19.8,风险,系统自动分配,普通工单,,待排产,0,5,打印成功,265.80,1329.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81615,410,2026W27,2026-07-01,J000003415-0000,0000,LB833-004563-007,100,100,2026-07-07,2026-07-13,Line 05,4,0.092244,2.31,2026-10-15 15:30:00,2026-10-15 17:49:00,1,99.9,风险,系统自动分配,普通工单,,待排产,0,100,未记录,15.89,1589.00,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81613,410,2026W27,2026-07-01,J000003417-0000,0000,LA853-258505-001,10,10,2026-07-07,2026-07-03,Line 05,4,0.046800,0.12,2026-10-15 15:16:00,2026-10-15 15:23:00,1,99.8,风险,系统自动分配,普通工单,,待排产,0,10,未记录,32.54,325.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
81614,410,2026W27,2026-07-01,J000003418-0000,0000,LA853-258509-001,10,10,2026-07-07,2026-07-03,Line 05,4,0.046800,0.12,2026-10-15 15:23:00,2026-10-15 15:30:00,1,99.8,风险,系统自动分配,普通工单,,待排产,0,10,未记录,32.54,325.40,,,2026-07-01 13:22:59,2026-07-01 13:22:59
